,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
5853,When she came back she saw a huge fly in her eggs.,0,0,1,0,0,1,1,0
5854,She had to throw everything out and start over.,0,0,1,1,1,1,1,1
5855,I woke up happy and excited.,1,0,0,0,0,0,0,1
5856,"First, I put on my wedding dress.",0,0,0,0,0,0,0,0
5857,I put on my makeup.,1,0,0,0,0,0,0,1
5858,Then I met my fiancee at the lawyer's office.,1,1,0,0,0,0,0,1
5859,I married my fiance in front of my family.,1,1,0,0,0,0,0,1
5860,Allie went on the red carpet last night.,1,0,0,0,0,0,0,1
5861,She thought she looked great.,1,1,0,1,0,0,0,1
5862,Yet she found out that she made the worst dressed list.,1,0,1,1,1,1,1,1
5863,Allie felt so much shame.,0,0,0,1,1,1,0,0
5864,She was humiliated and took. Day off.,0,0,0,1,1,1,1,0
5865,I was feeling very hungry.,0,0,0,0,0,0,0,0
5866,I decided to make some soup.,0,0,0,0,0,0,0,0
5867,"But, I did not have broth in my pantry.",0,0,0,1,1,0,0,0
5868,I decided to buy some broth.,0,0,0,0,1,0,1,0
5869,"Now, I could make soup!",1,0,0,0,0,0,0,1
5870,Lucas is a terrific swimmer.,0,0,0,0,0,0,0,0
5871,He won an award for being the best swimmer at camp.,1,1,0,1,0,0,0,1
5872,Today he is going to show me how to do the butterfly stroke.,1,1,0,0,0,0,0,1
5873,He says it takes a lot of practice.,1,1,0,0,0,0,0,1
5874,I'm sure glad our apartment complex has a pool so I can practice.,1,1,0,0,0,0,0,1
5875,Charles gets off work on friday.,1,0,0,0,0,0,0,1
5876,"Charles is very tired of his work week, and would like to relax.",1,0,0,0,0,0,0,0
5877,"He calls girlfriend, and invites her to dinner Saturday night.",1,1,0,1,0,0,0,1
5878,On Saturday he takes his girlfriend out to dinner.,1,1,0,0,0,0,0,1
5879,Charles is happy about his date and feels relaxed.,1,1,0,0,0,0,0,1
5880,Sally was painting her nails pink.,0,0,0,0,0,0,0,0
5881,All of a sudden a spider jumped on her.,0,0,1,1,0,1,0,0
5882,She stood up quickly and knocked the bottle over on her table.,0,0,1,0,1,1,1,0
5883,She tried to wipe the polish off.,0,0,1,1,0,0,0,0
5884,"However, it stained the table pink.",0,0,0,0,0,0,1,0
5885,Dan traveled to London on business.,0,0,0,0,0,0,0,0
5886,He stayed at a London hotel that was in an old building.,1,1,1,1,1,1,0,1
5887,The room was not air conditioned and Dan was warm.,1,0,1,1,1,1,1,1
5888,He opened the window and London street noise was loud.,0,0,0,0,0,0,1,0
5889,Too hot to sleep or too noisy to sleep were his choices.,0,0,0,1,0,0,1,1
5890,The man next door seemed to be losing his mind.,0,0,1,1,1,0,1,0
5891,He sat on the porch yelling at nobody.,0,0,1,0,1,1,1,1
5892,We walked out and sat beside him.,1,1,0,1,0,1,1,1
5893,He told us about how he had been kidnapped by aliens.,0,0,1,1,0,0,0,0
5894,"We listened attentively, and decided to be kind to him from then on.",1,1,0,0,0,0,0,0
5895,"Caitlyn was a very pretty and smart girl, but she was mean to others.",0,0,0,0,1,1,0,0
5896,"When someone made her mad, she would try to get others mad at them.",0,0,0,0,0,0,0,0
5897,She always gossiped about other people and said ugly things.,0,0,0,0,1,1,1,0
5898,"Soon, her behavior made no one want to be friends with her.",0,0,0,0,1,1,1,0
5899,"When she lost all her friends, she became very lonely.",0,0,0,0,1,0,0,0
5900,Amy was having a baby.,1,0,1,1,0,0,0,1
5901,She really wanted a boy.,1,1,0,1,0,0,0,1
5902,She bought lots of baby boy clothes for it.,0,0,0,0,0,0,0,1
5903,The doctor told her she was having a girl.,0,0,1,1,1,1,1,0
5904,Amy had to return all the baby boy clothes.,0,0,0,1,1,0,1,0
5905,I decided to remodel my bathroom this week.,1,1,0,0,0,0,0,1
5906,I demolished all of the tile very quickly.,1,1,0,1,0,0,0,1
5907,I am new to installing tile so the remodel is taking some time.,1,1,1,1,0,0,0,1
5908,I am regretting doing this on my own.,0,0,0,1,1,0,0,1
5909,I decided to call in a professional to finish the project.,0,0,0,0,1,1,0,1
5910,Ted's car constantly had battery problems.,0,0,0,0,1,0,1,1
5911,But he didn't want to spend anymore money at the mechanic.,0,0,1,1,0,0,0,1
5912,So Ted spent a lot of time studying cars.,1,0,0,0,0,0,0,1
5913,"And eventually, he was able to fix his car battery problems for good.",1,0,0,0,0,0,0,1
5914,Ted was happy that he no longer had to go the mechanic.,1,0,0,0,0,0,0,0
5915,Rob was really hoping to work on a new important project.,1,1,0,0,0,0,0,1
5916,Rob asked his boss about the opportunity.,1,1,1,0,0,0,0,1
5917,His boss said he'd think about it.,0,0,1,0,0,0,0,1
5918,"After a week, Rob's boss called him into his office.",1,1,1,1,0,0,0,1
5919,Rob got the new position!,1,1,0,0,0,0,0,1
5920,When Agnes and Allen married they planned to raise a big family.,1,1,0,0,0,0,0,1
5921,They tried for many years to conceive.,0,0,1,1,1,1,1,1
5922,One day Agnes suspected she was pregnant.,1,1,0,1,0,0,0,1
5923,She bought a home pregnancy testing kit.,1,0,0,1,0,0,0,1
5924,They both cried when the test came back negative.,0,0,0,1,1,0,1,1
5925,Tom was tired.,0,0,0,0,0,0,0,0
5926,His girlfriend kept asking him what was wrong.,0,0,0,0,0,0,0,0
5927,She didn't believe that he was just tired.,0,0,0,0,0,0,0,0
5928,Tom got frustrated and angry.,0,0,1,0,1,1,1,0
5929,His girlfriend claimed she was right all along.,0,0,0,0,1,1,1,0
5930,Tina was working as a maid.,1,1,0,0,0,0,0,0
5931,She hated her job.,0,0,1,0,1,1,1,0
5932,Nothing she did was ever enough.,0,0,1,0,1,1,1,1
5933,She contemplated quitting.,0,0,0,0,1,1,1,1
5934,But she stuck it out.,0,0,1,1,1,1,1,1
5935,I've been trying to quit biting my nails.,0,0,1,1,1,1,0,1
5936,"This morning, I put rubbing alcohol on them.",1,1,1,0,1,1,1,1
5937,I started working.,1,0,0,0,0,0,0,1
5938,"Unconsciously, I started to nibble on my nails.",0,0,1,1,1,1,1,1
5939,It tasted so awful I had to spit.,0,0,0,1,0,1,1,0
5940,Sarah's goldfish died.,0,0,0,1,1,1,1,0
5941,She became really sad.,0,0,1,0,1,0,0,0
5942,Sarah went to the pet store to buy a new fish.,0,0,0,1,1,0,0,0
5943,She bought a new goldfish similar to her old one.,1,0,0,0,0,0,0,0
5944,Sarah was happy that she was able to get a new pet.,1,0,0,0,0,0,0,0
5945,Andrew had a brand new Dodge Challenger car.,1,0,0,0,0,0,0,1
5946,But now it has a key-scratch along the driver's side.,0,0,0,1,0,0,1,0
5947,Andrew said a girl from his job calls him a lot for rides to work.,0,0,0,0,0,0,1,0
5948,His girlfriend complained because he lets another girl in his car.,0,0,0,0,0,0,1,0
5949,"She left for work, scratched his car and texted him, show her that!",0,0,0,1,0,1,1,1
5950,Terry was running out of food in his apartment.,0,0,1,0,1,1,1,1
5951,All he had left was some stray vegetables and some pasta.,0,0,1,1,1,1,1,1
5952,The choice of his meal was obvious.,1,0,0,0,0,0,0,0
5953,He combined all of the remaining vegetables into a pasta sauce.,1,1,0,1,0,0,0,1
5954,It turned out surprisingly tasty.,1,0,0,1,0,0,0,0
5955,Gina was making cookies she bought in a tube.,1,1,0,0,0,0,0,1
5956,She couldn't believe how easy it was.,1,1,0,1,0,0,0,1
5957,There was no mixing and measuring of ingredients.,1,0,0,1,0,0,0,0
5958,There was very little to clean up afterwards.,1,0,0,1,0,0,0,1
5959,Gina decided this was the way she would make cookies from now on.,1,1,0,1,0,0,0,0
5960,Todd slid off the snowy highway into a field.,1,0,1,1,0,0,0,1
5961,He locked his keys in the car when he got out to look.,0,0,0,1,1,0,1,0
5962,He was able to walk to a house and call a tow truck.,1,0,0,0,0,0,0,1
5963,The tow truck driver was able unlock the car.,1,0,0,0,0,0,0,0
5964,Todd made it home after the driver towed the car to Todd's house.,0,0,0,1,0,0,0,1
5965,I went to the store to buy some tape and flour.,1,1,0,0,0,0,0,1
5966,There was a sale on sugar so I bought that too.,0,0,0,0,0,0,0,0
5967,"Holding the tape, flour and sugar was tricky so I got a basket.",0,0,0,0,0,0,0,1
5968,I brought the basket to the cashier.,1,1,0,0,0,0,0,0
5969,He rang me up and I paid for my goods.,1,1,0,1,0,0,0,1
5970,Barry recently took a trip to Jamaica.,1,0,0,0,0,0,0,1
5971,Barry was amazed at the clarity of the ocean.,1,0,0,1,0,0,0,1
5972,"As Barry was swimming, he noticed a school of fish.",1,0,0,1,0,0,0,0
5973,"As Barry was going to look at them, he noticed them jumping.",1,0,0,1,0,0,0,1
5974,Barry was thrilled to see a school of jumping fish.,1,0,1,1,0,0,0,1
5975,Mark had a report due on tigers for school.,0,0,1,1,0,0,0,1
5976,He spent all week doing research on tigers.,1,1,0,0,0,0,0,1
5977,Mark really enjoyed looking at pictures of tigers.,1,0,0,0,0,0,0,1
5978,He also enjoyed all the books he got to read about tigers.,1,0,0,0,0,0,0,0
5979,Mark thinks he'll do very well on his report.,1,1,0,0,0,0,0,0
5980,Michael had tourettes.,0,0,1,1,1,1,1,0
5981,"Not the yell curse words tourrettes, just the twitchy type.",0,0,1,0,1,0,0,0
5982,"The biggest problem besides all his cup needing lids, was tying shoes.",0,0,1,0,1,1,1,0
5983,He was 24 and still couldn't tie his shoe due to his hands twitching.,0,0,0,0,1,1,1,0
5984,He finally decided to just use velcro and that made his life so great.,1,1,0,0,0,0,0,0
5985,John didn't have money for the rent.,0,0,1,1,1,0,1,1
5986,He needed to find a job quickly.,0,0,1,1,1,1,1,1
5987,John started working at a restaurant.,1,1,0,1,0,0,0,1
5988,He worked every day for three weeks.,1,1,1,0,1,0,0,1
5989,John was able to pay the rent on time.,1,1,1,0,1,0,0,1
5990,I saved some money during the last week of my summer break.,0,0,0,0,0,0,0,0
5991,I initially thought that it was more than enough to buy supplies.,1,1,0,0,0,0,0,1
5992,"However, my thoughts changed during the first week of school.",0,0,1,1,1,0,0,1
5993,My savings was $100 dollars.,1,0,0,1,0,0,0,0
5994,"However, the price for my textbooks amounted to $400 dollars.",0,0,1,1,1,0,0,0
5995,Jill wanted to make her daughter's birthday special.,1,1,0,1,0,0,0,1
5996,She decided to throw a big party.,1,0,0,0,0,0,0,1
5997,She got lots of food and decorations.,1,1,0,1,0,0,0,1
5998,Jill even decided to hire a clown.,1,0,0,0,0,0,0,1
5999,The birthday party went well and Jill's daughter was thrilled.,1,1,0,1,0,0,0,0
6000,Nathan is a doctor.,0,0,0,0,0,0,0,0
6001,"He loves helping people, but loves his paycheck more.",1,0,0,0,0,0,0,1
6002,Nathan neglects his duties to spend all his money.,0,0,0,0,0,0,0,0
6003,Nathan ends up in massive debt.,0,0,1,1,1,1,1,0
6004,Nathan is no longer a doctor because he got fired.,0,0,1,1,1,1,1,0
6005,I was at the gym running on a treadmill.,1,1,0,0,0,0,0,1
6006,I looked to my left and saw a woman who was also running.,1,1,0,0,0,0,0,0
6007,"While she ran she was listening very loudly to music, and dancing.",1,0,0,0,0,0,0,0
6008,"I was so shocked, I stopped running immediately and just stared.",0,0,0,1,0,1,1,1
6009,I fell off my treadmill and felt humiliated.,0,0,1,1,0,1,0,1
6010,Baxter has always wanted to finish read a science fiction novel.,0,1,0,0,0,0,0,1
6011,He walks down to the local library to see if they have a good one.,0,0,0,0,0,0,0,1
6012,His librarian recommends a terrific novel about aliens and planets.,1,1,0,0,0,0,0,1
6013,Baxter loves the book so much he finishes it in two days.,1,1,0,1,0,0,0,0
6014,He is very happy to have read a science fiction novel.,1,1,0,1,0,0,0,0
6015,Martin heard a noise.,0,0,1,1,0,0,0,1
6016,He looked up to see a man in a clown mask standing at her window.,0,0,1,1,0,0,0,0
6017,He screamed and ran upstairs.,0,0,1,1,0,0,0,1
6018,He called the police.,0,0,1,1,0,0,0,1
6019,"When they arrived, they said he must have been imagining it.",0,0,1,0,0,0,0,0
6020,Tom was on his way to work.,0,0,0,0,0,0,0,0
6021,It had been raining heavily.,0,0,0,0,0,0,0,0
6022,The road was flooded and impassible.,0,0,1,1,0,0,0,1
6023,Tom turned around and drove home.,0,0,1,0,0,0,0,1
6024,Tom called his boss and told him he couldn't make it in.,0,0,1,1,0,0,0,1
6025,Tom bought a gift card to a fancy restaurant.,1,1,0,0,0,0,0,1
6026,He called his girlfriend and offered to take her out tonight.,1,0,0,0,0,0,0,1
6027,"Since she had plans, she refused to go.",0,0,1,0,1,0,1,0
6028,Tom became extremely frustrated.,0,0,0,1,1,1,1,0
6029,"When a stranger walked past him, Benny gave him the ticket.",0,0,0,1,0,0,0,0
6030,Yesterday was Lauren's Birthday.,1,1,0,1,0,0,0,1
6031,Her mother decided to surprise her with her favorite cake.,1,0,0,1,0,0,0,0
6032,Lauren loves lemon cake.,1,0,0,1,0,0,0,1
6033,Lauren's mother even decorated the cake with candles.,1,1,0,0,0,0,0,1
6034,She loved the cake and ate 2 pieces after blowing out the candles.,1,1,0,0,0,0,0,0
6035,Jenny knows her grandmother is becoming very sick.,0,0,1,0,1,0,0,1
6036,She decides that a visit may make her grandmother feel better.,1,1,1,1,1,0,0,1
6037,Jenny boards the train for a long trip to her grandmother's house.,1,1,1,0,1,0,0,1
6038,"When Jenny arrives, her grandmother is very happy to see her.",1,1,0,1,0,0,0,1
6039,Jenny is very happy she visited her sick grandmother.,1,1,0,0,0,0,0,1
6040,Ryan was the point guard on his school basketball team.,1,1,0,0,0,0,0,1
6041,His team was good enough to make the finals game.,1,1,0,1,0,0,0,1
6042,The game was tied with 3 seconds on the clock.,1,1,1,1,0,0,0,1
6043,Ryan caught the ball on the inbound pass.,1,1,0,1,0,0,0,1
6044,He took the three point shot and made it!,1,1,0,1,0,0,0,1
6045,Kay decided to make pancakes for her family.,1,1,0,1,0,0,0,1
6046,She put all the ingredients together and got to work.,1,1,0,1,0,0,0,1
6047,Each pancake turned out light and fluffy and golden-brown.,1,1,0,1,0,0,0,1
6048,"However, when she took a bite, she realized they tasted awful!",0,0,0,1,0,1,0,0
6049,She had put salt instead of sugar.,0,0,0,1,1,1,1,0
6050,It was Christmas Eve.,0,0,0,0,0,0,0,0
6051,Julia was excited to celebrate all of her traditions.,1,1,0,1,0,0,0,1
6052,She was going to bake cookies.,1,1,0,1,0,0,0,1
6053,"Then, she realized that she was out of butter and eggs.",0,0,0,1,1,1,1,1
6054,She was really disappointed but wouldn't let it ruin her night.,0,0,0,1,1,1,0,0
6055,Chad was eight Year's old and growing fast.,0,0,0,0,0,0,0,0
6056,One day his mom noticed that his shoes were too small for his feet.,0,0,0,1,0,0,0,0
6057,She took him to the mall to get new shoes.,1,1,0,1,0,0,0,1
6058,Chad tried on many shoes before he found the perfect pair.,1,0,0,1,0,0,0,1
6059,He was certain that his new shoes were the best in existence.,1,1,0,1,0,0,0,1
6060,Betsy was enjoying her ice cream.,1,1,0,0,0,0,0,0
6061,She did not notice a wasp landed on the side of it.,0,0,1,1,1,1,1,0
6062,"As she licked the ice cream, the wasp stinger her tongue.",0,0,1,1,1,1,1,0
6063,All her neck was getting swollen.,0,0,1,1,1,0,0,0
6064,Her husband took her to the hospital immediately.,0,0,1,1,1,1,0,1
6065,"It was Jane's birthday, but she was so depressed.",0,0,0,0,1,0,0,0
6066,"She had moved to a new town, and had no one to celebrate with.",0,0,0,0,1,0,0,0
6067,Jane wondered if she had made a mistake moving away from her friends.,0,0,1,0,1,0,0,0
6068,She worried she wouldn't be able to make new friends.,0,0,0,0,1,0,0,0
6069,Her worries vanished when her new neighbors threw her a party!,1,1,0,1,0,0,0,0
6070,"David really liked Julie, a girl in his Algebra class.",1,0,1,0,0,0,0,1
6071,David spent all night writing a poem about Julie.,1,0,0,0,0,0,0,1
6072,David's poem was found and someone showed it to Julie.,1,1,0,1,0,0,0,1
6073,David was sure that Julie would think he was a dork.,0,0,1,1,0,0,0,1
6074,Julie came to David and told him she liked the poem!,1,1,0,1,0,0,0,1
6075,I put perfume on this morning.,0,0,0,0,0,0,0,0
6076,It smelled very strong.,0,0,0,1,0,0,0,0
6077,When I got to school people were coughing.,0,0,1,1,1,1,1,0
6078,My teacher said go wash it off.,0,0,0,1,0,1,1,0
6079,I had to scrub my neck in the bathroom.,0,0,0,0,1,1,1,0
6080,Every year around thanksgiving there is a feast.,0,0,0,0,0,0,0,0
6081,It is at this farm and they hold it in their barn.,0,0,0,0,0,0,0,0
6082,There is turkey and all the fixings.,0,0,0,0,0,0,0,0
6083,They talk about their crops for the year and the recipes they create.,0,0,0,0,0,0,0,0
6084,Everyone enjoys the food and company of everyone around.,1,1,0,0,0,0,0,1
6085,Tom asked his sister what her husband might like for his birthday.,0,0,0,0,0,0,0,0
6086,She told him that he just loved Alabama.,1,0,0,0,0,0,0,0
6087,"Tom found this a bit odd but nonetheless, bought him an Alabama cd.",1,0,0,0,0,0,0,0
6088,The gifts were opened and Tom noticed they were all Roll Tide themed.,1,1,0,1,0,0,0,1
6089,Tom realized he bought the wrong gift all too late.,0,0,0,1,1,0,0,0
6090,Amy was bad at math.,0,0,0,0,0,0,0,0
6091,She needed to use a calculator for everything she did.,0,0,1,0,1,0,0,1
6092,She bought a fancy calculator and used it on her math test.,1,1,0,0,0,0,0,1
6093,She got an A+!,1,1,0,1,0,0,0,1
6094,Amy knew the calculator had helped her a lot.,1,1,0,1,0,0,0,1
6095,Allie tried to straighten her hair for the first time.,0,1,0,0,0,0,0,1
6096,She did not know how it would look.,0,0,1,1,0,0,0,1
6097,So she got the iron out and started working.,1,1,1,1,0,0,1,1
6098,It looked fabulous.,1,1,0,0,0,0,0,0
6099,Allie was amazed at how great it looked.,1,0,0,1,0,0,0,1
6100,Emily and her friends went out dancing.,1,0,0,0,0,0,0,0
6101,They stayed out until 3 am.,1,1,0,1,0,0,0,1
6102,They hit five different clubs and had a lot of drinks.,1,1,0,1,0,0,0,1
6103,They returned to Emily's apartment and all crashed on her bed.,1,1,0,0,0,0,0,0
6104,It was a night they will never forget!,1,0,0,0,0,0,0,0
6105,Tom was on vacation.,0,0,0,0,0,0,0,0
6106,Him and his wife took several pictures.,1,1,0,0,0,0,0,1
6107,Unfortunately Tom lost the memory card.,0,0,0,1,1,0,1,0
6108,Someone else found it and posted it online.,1,0,0,1,0,0,0,1
6109,Tom was luckily able to get it back.,1,0,0,0,0,0,0,0
6110,Morgan enjoyed long walks on the beach.,1,0,0,0,0,0,0,0
6111,She and her boyfriend decided to go for a long walk.,1,1,0,0,0,0,0,1
6112,"After walking for over a mile, something happened.",0,0,1,1,0,0,0,1
6113,Morgan decided to propose to her boyfriend.,1,1,0,0,0,0,0,1
6114,Her boyfriend was upset he didn't propose to her first.,0,1,0,1,1,0,0,1
6115,Cullen and Jay had a bet on a football game.,1,1,0,0,0,0,0,1
6116,They watched together as Jay's team took the lead.,0,0,0,0,0,0,0,1
6117,"For the entire game, Jay's team dominated.",1,1,0,1,0,0,0,1
6118,Cullen was expecting to lose.,1,0,0,0,1,0,0,1
6119,Suddenly Cullen's team turned it around at the end and he won the bet.,1,0,0,1,0,0,0,0
6120,Gina tried to access the internet.,0,0,0,0,0,0,0,0
6121,"All of a sudden, she couldn't control the cursor.",0,0,0,1,0,1,1,0
6122,It began to move on its own.,0,0,1,1,0,0,0,0
6123,"In addition, several applications opened up.",0,0,1,1,1,1,1,1
6124,The computer turned off afterwards.,0,0,1,1,0,0,1,1
6125,The holidays were just around the corner.,0,0,0,0,0,0,0,0
6126,The Cox family was preparing for it all.,1,0,0,0,0,0,0,1
6127,"Baking, present wrapping, and more was all getting done.",1,1,0,1,0,0,0,1
6128,They all had a great time visiting relatives.,1,1,0,0,0,0,0,1
6129,"After all the hustle and bustle, they were relieved to take a break.",1,1,0,0,0,0,0,1
6130,I was going to get my girlfriend some flowers.,1,1,0,0,0,0,0,1
6131,I saw a great assortment in the store window.,1,0,0,0,0,0,0,1
6132,Unfortunately it was 80 dollars.,0,0,0,1,0,0,1,0
6133,I picked some flowers from the garden by the store.,1,1,0,1,0,0,0,1
6134,My girlfriend said they were beautiful.,1,1,0,0,0,0,0,0
6135,Jodi watched a horror movie.,0,0,1,1,0,0,0,1
6136,She was terrified watching the film.,1,1,1,1,1,1,0,1
6137,Jodi was almost too scared to go to bed.,0,0,1,1,1,1,0,1
6138,She had to sleep with the light on!,0,0,1,0,1,1,0,1
6139,"The next day, Jodi was very tired.",0,0,1,0,0,1,0,0
6140,My wife bought a loaf of bread on Monday.,0,0,0,0,0,0,0,0
6141,"It came from a local bakery, and was very soft.",1,1,0,1,0,0,0,1
6142,"Today, three days later, she found mold on the bread.",0,0,0,1,0,1,1,0
6143,I said the heat wave probably contributed to the quick growth.,0,0,0,1,1,1,0,0
6144,She bought a sandwich for lunch.,0,0,0,1,0,1,1,0
6145,Timmy just got a new coffee maker in the mail.,1,1,0,1,0,0,0,1
6146,He brewed a cup of his favorite coffee.,1,1,0,0,0,0,0,1
6147,He drank the entire cup.,1,1,0,1,0,0,0,1
6148,Afterwards Timmy started to sweat profusely.,0,0,1,1,0,0,0,1
6149,He had consumed too much caffeine.,0,0,1,1,0,0,0,1
6150,I discovered a woman will be running for president.,0,0,0,0,0,0,0,0
6151,I researched her background to see where she stands on the issues.,0,0,0,0,0,0,0,1
6152,I rather liked her progressive agenda.,1,0,0,1,0,0,0,1
6153,I decided I want to vote for a woman for US president.,1,1,0,0,0,0,0,1
6154,I registered to vote and I will vote for her in November.,1,1,0,0,0,0,0,1
6155,I just played three games with my friend Steve.,1,1,0,0,0,0,0,1
6156,I won tied the first game and lost the second.,1,0,0,0,1,0,0,0
6157,Then I won two games in a row.,1,1,0,0,1,1,1,1
6158,Steve said his roommate was noisy and stopped playing.,0,0,0,0,0,1,0,0
6159,We will play again tonight.,1,1,0,0,0,0,0,1
6160,My friend Sam is a college professor.,0,0,0,0,0,0,0,0
6161,Sam thinks tv is bad for his kids.,0,0,1,0,0,0,0,0
6162,One day in 2004 the kids were fighting over the tv.,0,0,0,0,0,0,1,0
6163,Sam throw the tv out into a snowbank.,0,0,0,0,0,0,1,0
6164,They did not buy a tv for years.,0,0,0,0,1,0,1,0
6165,Julian was afraid of storms.,0,0,1,1,1,0,0,0
6166,One night he woke up because he heard thunder.,0,0,1,1,0,0,0,1
6167,Julian got very scared and could not sleep.,0,0,1,1,0,0,0,1
6168,His mom came into his room to check on him.,0,0,1,1,0,0,0,1
6169,He told her he was scared and she slept with him to keep him safe.,1,1,1,0,0,0,0,0
6170,Sarah cleaned her apartment.,0,0,0,0,0,0,0,0
6171,She did the dishes.,1,0,0,0,0,0,0,0
6172,She took out the trash.,1,0,0,1,0,0,0,0
6173,Finally she was done enough to go outside.,1,1,0,0,0,0,0,1
6174,But then it rained!,0,0,0,1,1,0,1,0
6175,Kinsey wished she had more money.,1,1,0,1,1,1,0,1
6176,"She had a job, but it didn't pay very much.",0,0,1,0,1,1,1,1
6177,She decided to look for a second job.,0,0,0,0,1,0,0,0
6178,"Eventually, she found a second job at a grocery store.",1,0,0,0,0,0,0,1
6179,"Now, Kinsey has more money but wishes she had more time.",1,1,0,1,1,0,1,1
6180,Roy rolled the best dough out of everyone he knew.,1,1,0,0,0,0,0,0
6181,He would bring his rolls to picnics around the neighborhood.,1,0,0,0,0,0,0,0
6182,"One day, a businessman joined his group during a picnic.",0,0,0,1,0,0,0,0
6183,He had one taste of Roy's rolls and offered him a deal!,1,1,0,1,0,0,0,1
6184,Roy accepted and now runs his own bakery rolling dough all day!,1,1,0,0,0,0,0,0
6185,Dexter and his baby brother Jason couldn't believe their eyes.,0,0,0,1,0,0,0,1
6186,"There it was, just sitting underneath the Christmas tree.",1,0,0,1,0,0,0,0
6187,It was a brand new trampoline!,1,0,0,1,0,0,0,1
6188,Their father put all the pieces together and finally it was time.,1,1,0,1,0,0,0,1
6189,They jumped all day and into the night.,1,1,0,1,0,0,0,0
6190,I agonized over what sized u-haul to rent.,0,0,1,0,0,0,0,1
6191,It was a good forty bucks more for the longer one.,0,0,0,0,0,0,0,1
6192,I also thought it'd be way harder to drive.,0,0,1,0,0,0,0,1
6193,After a lot of measuring and frustration I gave up.,0,0,1,1,1,1,1,1
6194,I got the larger sized truck so I'd be safe rather than sorry.,1,1,0,1,0,0,0,1
6195,Gale showed her brother a picture she had taken of herself last week.,1,0,0,0,0,0,0,1
6196,She thought it was very flattering.,1,0,0,0,0,0,0,0
6197,Her brother laughed insultingly at the picture.,0,0,0,1,1,1,1,0
6198,He told her she looked just like their mother in it.,0,0,0,1,0,0,0,0
6199,Gale refused to speak to her brother for the next week.,0,0,1,1,1,1,1,1
6200,Jane was afraid of the dark.,0,0,1,1,1,1,0,0
6201,Her parents left the hall light on her at night.,1,1,1,0,0,0,0,1
6202,Then when she turned six they got her a night light.,1,1,1,0,0,0,0,0
6203,"It was much dimmer, but Jane accepted it.",0,1,1,0,0,0,0,1
6204,She knew she was growing up and overcoming her fear!,1,0,0,1,0,0,0,1
6205,Ramona loves history.,1,1,0,0,0,0,0,1
6206,She did well in all of her history classes is high school.,1,1,0,0,0,0,0,1
6207,She decided to major in history in college.,1,1,0,0,0,0,0,1
6208,Ramona decided to travel to write a history book.,1,1,0,1,0,0,0,1
6209,Ramona's book about history is now a best seller.,1,1,0,1,0,0,0,0
6210,Seth had always wanted to get married.,0,0,0,0,0,0,0,1
6211,"However, he worried that he would never fall in love.",0,0,0,0,1,0,0,0
6212,Eventually he met a nice woman who he liked very much.,1,1,0,0,0,0,0,0
6213,They decided to get married.,1,1,0,1,0,0,0,1
6214,Seth was happy to finally be getting married.,1,1,0,0,0,0,0,1
6215,Davis decided that he needed to become more active.,0,1,1,0,0,0,0,1
6216,He had become increasingly fat in his old age.,0,0,1,1,1,1,0,1
6217,One day Davis decided to take a long walk in his local park.,1,1,0,0,0,0,0,1
6218,It felt good to finally live a more active lifestyle.,1,0,0,0,0,0,0,0
6219,Davis was very proud of his hike.,1,1,0,1,0,0,0,1
6220,Timmy was struggling in math.,0,0,1,0,1,1,0,1
6221,He needed to pull a B on his test in order to pass his class.,0,0,1,0,1,0,0,1
6222,He studied for hours on end.,0,0,1,1,0,0,0,1
6223,He felt prepared on the day of the exam.,1,1,0,0,0,0,0,1
6224,He took the exam and ended up getting an A on the test.,1,1,0,1,0,0,0,0
6225,My grandma made a giant batch of oatmeal every morning.,1,1,0,0,0,0,0,1
6226,She stirred it in a large metal bowl.,1,0,0,0,0,0,0,1
6227,She poured the oatmeal into dog dishes.,1,0,0,0,0,0,0,1
6228,Grandma placed the dog dishes outside.,0,0,0,0,0,0,0,0
6229,Her dogs ate the oatmeal for breakfast.,1,1,0,0,0,0,0,1
6230,I was looking at my attic one day.,1,0,0,0,0,0,0,1
6231,It looked like it would make a good clubhouse.,1,0,0,1,0,0,0,1
6232,I put a couch and a tv up there.,1,1,0,0,0,0,0,1
6233,My friends and I had fun in our new clubhouse.,1,1,0,0,0,0,0,1
6234,Until we realized that rats live up there.,0,0,1,1,0,1,0,1
6235,Sandra was sitting on her new porch.,0,0,0,0,0,0,0,0
6236,She'd just built her new house and it was her favorite feature.,1,1,0,0,0,0,0,0
6237,She sat out front and waved when people walked by.,1,0,0,0,0,0,0,0
6238,She got to know all her new neighbors.,1,1,0,0,0,0,0,0
6239,She felt at home in her new community.,1,1,0,0,0,0,0,0
6240,Dan loved collecting stamps.,1,0,0,0,0,0,0,0
6241,Dan decided he would take his stamps to be appraised.,1,1,0,0,0,0,0,1
6242,"During the appraisal, Dan became nervous about the process.",0,0,1,0,0,0,0,1
6243,"After the appraisal, Dan got the greatest news ever.",1,1,0,1,0,0,0,1
6244,"Dan found out his stamp collection was worth $50,000!",1,0,0,1,0,0,0,1
6245,Stacey wanted a new tattoo.,1,0,1,0,0,0,0,1
6246,She begged her parents for one but they said no.,0,0,1,1,1,1,1,0
6247,But she decided to get one anyway.,1,0,0,1,0,0,0,1
